E_COMMODITY,UNIT_QY1,UNIT_QY2,CTY_CODE,CTY_NAME,DISTRICT,DIST_NAME,YEAR,MONTH,CC_MO,QTY_1_MO,ALL_VAL_MO,AIR_VAL_MO,AIR_WGT_MO,VES_VAL_MO,VES_WGT_MO,CNT_VAL_MO,CNT_WGT_MO,YEAR,MONTH,E_COMMODITY
3915100000,KG,-,0001,OPEC,-,TOTAL FOR ALL DISTRICTS,2017,10,2,175880,60800,0,0,60800,175880,60800,175880,2017,10,3915100000
3915100000,KG,-,0003,EUROPEAN UNION,-,TOTAL FOR ALL DISTRICTS,2017,10,14,296987,761132,7848,11,753284,296976,153284,277043,2017,10,3915100000
3915100000,KG,-,0014,PACIFIC RIM COUNTRIES,-,TOTAL FOR ALL DISTRICTS,2017,10,503,20256802,7146450,2632,391,7143818,20579269,6824416,19432635,2017,10,3915100000
3915100000,KG,-,0017,CAFTA-DR,-,TOTAL FOR ALL DISTRICTS,2017,10,28,779805,641114,0,0,641114,791272,641114,791272,2017,10,3915100000
3915100000,KG,-,0020,NAFTA,-,TOTAL FOR ALL DISTRICTS,2017,10,129,2760942,1241270,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,0021,TWENTY LATIN AMERICAN REPUBLICS,-,TOTAL FOR ALL DISTRICTS,2017,10,54,1319499,884084,0,0,732464,1004224,732464,1004224,2017,10,3915100000
3915100000,KG,-,0022,OECD,-,TOTAL FOR ALL DISTRICTS,2017,10,165,3816975,2474948,7848,11,1225830,1058122,625830,1038189,2017,10,3915100000
3915100000,KG,-,0023,NATO,-,TOTAL FOR ALL DISTRICTS,2017,10,136,3364396,2006166,3098,4,913418,932364,313418,912431,2017,10,3915100000
3915100000,KG,-,0024,LAFTA,-,TOTAL FOR ALL DISTRICTS,2017,10,26,539694,242970,0,0,91350,212952,91350,212952,2017,10,3915100000
3915100000,KG,-,0025,EURO AREA,-,TOTAL FOR ALL DISTRICTS,2017,10,13,296983,758034,4750,7,753284,296976,153284,277043,2017,10,3915100000
3915100000,KG,-,0026,APEC,-,TOTAL FOR ALL DISTRICTS,2017,10,857,30906750,10561220,2632,391,9317318,28511682,8848816,27003075,2017,10,3915100000
3915100000,KG,-,0027,ASEAN,-,TOTAL FOR ALL DISTRICTS,2017,10,357,12495391,3316741,0,0,3316741,12776579,3167641,12414606,2017,10,3915100000
3915100000,KG,-,0028,CACM,-,TOTAL FOR ALL DISTRICTS,2017,10,25,682322,559314,0,0,559314,691084,559314,691084,2017,10,3915100000
3915100000,KG,-,1220,CANADA,-,TOTAL FOR ALL DISTRICTS,2017,10,107,2434128,1089650,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,1XXX,NORTH AMERICA,-,TOTAL FOR ALL DISTRICTS,2017,10,129,2760942,1241270,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,2010,MEXICO,-,TOTAL FOR ALL DISTRICTS,2017,10,22,326814,151620,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,2050,GUATEMALA,-,TOTAL FOR ALL DISTRICTS,2017,10,11,209664,154968,0,0,154968,217601,154968,217601,2017,10,3915100000
3915100000,KG,-,2110,EL SALVADOR,-,TOTAL FOR ALL DISTRICTS,2017,10,14,472658,404346,0,0,404346,473483,404346,473483,2017,10,3915100000
3915100000,KG,-,2150,HONDURAS,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,2230,COSTA RICA,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,2470,DOMINICAN REPUBLIC,-,TOTAL FOR ALL DISTRICTS,2017,10,3,97483,81800,0,0,81800,100188,81800,100188,2017,10,3915100000
3915100000,KG,-,2XXX,CENTRAL AMERICA,-,TOTAL FOR ALL DISTRICTS,2017,10,28,779805,641114,0,0,641114,791272,641114,791272,2017,10,3915100000
3915100000,KG,-,3010,COLOMBIA,-,TOTAL FOR ALL DISTRICTS,2017,10,1,17000,23800,0,0,23800,17072,23800,17072,2017,10,3915100000
3915100000,KG,-,3310,ECUADOR,-,TOTAL FOR ALL DISTRICTS,2017,10,2,175880,60800,0,0,60800,175880,60800,175880,2017,10,3915100000
3915100000,KG,-,3330,PERU,-,TOTAL FOR ALL DISTRICTS,2017,10,1,20000,6750,0,0,6750,20000,6750,20000,2017,10,3915100000
3915100000,KG,-,3350,BOLIVIA,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,3370,CHILE,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,3510,BRAZIL,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,3550,URUGUAY,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,3XXX,SOUTH AMERICA,-,TOTAL FOR ALL DISTRICTS,2017,10,4,212880,91350,0,0,91350,212952,91350,212952,2017,10,3915100000
3915100000,KG,-,4120,UNITED KINGDOM,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,4210,NETHERLANDS,-,TOTAL FOR ALL DISTRICTS,2017,10,6,113751,77154,0,0,77154,113751,77154,113751,2017,10,3915100000
3915100000,KG,-,4231,BELGIUM,-,TOTAL FOR ALL DISTRICTS,2017,10,3,85900,635361,0,0,635361,85900,35361,65967,2017,10,3915100000
3915100000,KG,-,4280,GERMANY,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,4330,AUSTRIA,-,TOTAL FOR ALL DISTRICTS,2017,10,1,7,4750,4750,7,0,0,0,0,2017,10,3915100000
3915100000,KG,-,4351,CZECH REPUBLIC,-,TOTAL FOR ALL DISTRICTS,2017,10,1,4,3098,3098,4,0,0,0,0,2017,10,3915100000
3915100000,KG,-,4700,SPAIN,-,TOTAL FOR ALL DISTRICTS,2017,10,3,97325,40769,0,0,40769,97325,40769,97325,2017,10,3915100000
3915100000,KG,-,4840,GREECE,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,4850,ROMANIA,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,4890,TURKEY,-,TOTAL FOR ALL DISTRICTS,2017,10,16,633288,160134,0,0,160134,635388,160134,635388,2017,10,3915100000
3915100000,KG,-,4XXX,EUROPE,-,TOTAL FOR ALL DISTRICTS,2017,10,30,930275,921266,7848,11,913418,932364,313418,912431,2017,10,3915100000
3915100000,KG,-,5050,IRAQ,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,5081,ISRAEL,-,TOTAL FOR ALL DISTRICTS,2017,10,1,19785,8000,0,0,8000,19785,8000,19785,2017,10,3915100000
3915100000,KG,-,5170,SAUDI ARABIA,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,5200,UNITED ARAB EMIRATES,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,5330,INDIA,-,TOTAL FOR ALL DISTRICTS,2017,10,184,6022492,2531424,0,0,2503417,5961485,2452017,5792550,2017,10,3915100000
3915100000,KG,-,5350,PAKISTAN,-,TOTAL FOR ALL DISTRICTS,2017,10,1,15000,5000,0,0,5000,15000,0,0,2017,10,3915100000
3915100000,KG,-,5380,BANGLADESH,-,TOTAL FOR ALL DISTRICTS,2017,10,7,378888,111351,0,0,111351,378888,111351,378888,2017,10,3915100000
3915100000,KG,-,5460,BURMA,-,TOTAL FOR ALL DISTRICTS,2017,10,1,17237,6200,0,0,6200,17237,6200,17237,2017,10,3915100000
3915100000,KG,-,5490,THAILAND,-,TOTAL FOR ALL DISTRICTS,2017,10,53,1501379,518185,0,0,518185,1528486,469185,1323055,2017,10,3915100000
3915100000,KG,-,5520,VIETNAM,-,TOTAL FOR ALL DISTRICTS,2017,10,171,6367627,1648565,0,0,1648565,6383927,1548465,6227385,2017,10,3915100000
3915100000,KG,-,5570,MALAYSIA,-,TOTAL FOR ALL DISTRICTS,2017,10,84,2967075,813727,0,0,813727,3161542,813727,3161542,2017,10,3915100000
3915100000,KG,-,5590,SINGAPORE,-,TOTAL FOR ALL DISTRICTS,2017,10,5,687420,105000,0,0,105000,687708,105000,687708,2017,10,3915100000
3915100000,KG,-,5600,INDONESIA,-,TOTAL FOR ALL DISTRICTS,2017,10,41,858743,199090,0,0,199090,899495,199090,899495,2017,10,3915100000
3915100000,KG,-,5650,PHILIPPINES,-,TOTAL FOR ALL DISTRICTS,2017,10,2,95910,25974,0,0,25974,98184,25974,98184,2017,10,3915100000
3915100000,KG,-,5700,CHINA,-,TOTAL FOR ALL DISTRICTS,2017,10,157,7887260,2921690,2632,391,2919058,7943247,2896958,7889247,2017,10,3915100000
3915100000,KG,-,5800,"KOREA, SOUTH",-,TOTAL FOR ALL DISTRICTS,2017,10,2,56747,8488,0,0,8488,56747,8488,56747,2017,10,3915100000
3915100000,KG,-,5820,HONG KONG,-,TOTAL FOR ALL DISTRICTS,2017,10,142,4869603,1827815,0,0,1827815,4897726,1556289,3896012,2017,10,3915100000
3915100000,KG,-,5830,TAIWAN,-,TOTAL FOR ALL DISTRICTS,2017,10,67,2784818,948742,0,0,948742,2785394,922966,2694474,2017,10,3915100000
3915100000,KG,-,5880,JAPAN,-,TOTAL FOR ALL DISTRICTS,2017,10,3,49226,295924,0,0,295924,49226,295924,49226,2017,10,3915100000
3915100000,KG,-,5XXX,ASIA,-,TOTAL FOR ALL DISTRICTS,2017,10,921,34579210,11975175,2632,391,11944536,34884077,11419634,33191535,2017,10,3915100000
3915100000,KG,-,6141,NEW ZEALAND,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,6XXX,AUSTRALIA AND OCEANIA,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,7140,MOROCCO,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,7290,EGYPT,-,TOTAL FOR ALL DISTRICTS,2017,10,1,68120,31500,0,0,31500,70300,31500,70300,2017,10,3915100000
3915100000,KG,-,7530,NIGERIA,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,7810,BRITISH INDIAN OCEAN TERRITORIES,-,TOTAL FOR ALL DISTRICTS,2017,10,0,0,0,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,7XXX,AFRICA,-,TOTAL FOR ALL DISTRICTS,2017,10,1,68120,31500,0,0,31500,70300,31500,70300,2017,10,3915100000
3915100000,KG,-,0026,APEC,02,"ST. ALBANS, VT",2017,10,2,33684,17006,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,0020,NAFTA,02,"ST. ALBANS, VT",2017,10,2,33684,17006,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,0022,OECD,02,"ST. ALBANS, VT",2017,10,2,33684,17006,0,0,0,0,0,0,2017,10,3915100000
3915100000,KG,-,0023,NATO,02,"ST. ALBANS, VT",2017,10,2,33684,17006,0,0,0,0,0,0,2017,10,3915100000
