E_COMMODITY,UNIT_QY1,UNIT_QY2,CTY_CODE,CTY_NAME,DISTRICT,DIST_NAME,YEAR,MONTH,CC_MO,QTY_1_MO,ALL_VAL_MO,AIR_VAL_MO,AIR_WGT_MO,VES_VAL_MO,VES_WGT_MO,CNT_VAL_MO,CNT_WGT_MO,YEAR,MONTH,E_COMMODITY
3915100000,KG,-,0020,NAFTA,02,"ST. ALBANS, VT",2021,01,3,80000,29893,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0022,OECD,02,"ST. ALBANS, VT",2021,01,3,80000,29893,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0023,NATO,02,"ST. ALBANS, VT",2021,01,3,80000,29893,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0026,APEC,02,"ST. ALBANS, VT",2021,01,3,80000,29893,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,1220,CANADA,02,"ST. ALBANS, VT",2021,01,3,80000,29893,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,1XXX,NORTH AMERICA,02,"ST. ALBANS, VT",2021,01,3,80000,29893,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0026,APEC,04,"BOSTON, MA",2021,01,1,35205,8000,0,0,8000,35205,8000,35205,2021,01,3915100000
3915100000,KG,-,0027,ASEAN,04,"BOSTON, MA",2021,01,1,35205,8000,0,0,8000,35205,8000,35205,2021,01,3915100000
3915100000,KG,-,5520,VIETNAM,04,"BOSTON, MA",2021,01,1,35205,8000,0,0,8000,35205,8000,35205,2021,01,3915100000
3915100000,KG,-,5XXX,ASIA,04,"BOSTON, MA",2021,01,1,35205,8000,0,0,8000,35205,8000,35205,2021,01,3915100000
3915100000,KG,-,0020,NAFTA,07,"OGDENSBURG, NY",2021,01,20,285302,130050,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0022,OECD,07,"OGDENSBURG, NY",2021,01,20,285302,130050,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0023,NATO,07,"OGDENSBURG, NY",2021,01,20,285302,130050,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0026,APEC,07,"OGDENSBURG, NY",2021,01,20,285302,130050,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,1220,CANADA,07,"OGDENSBURG, NY",2021,01,20,285302,130050,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,1XXX,NORTH AMERICA,07,"OGDENSBURG, NY",2021,01,20,285302,130050,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0020,NAFTA,09,"BUFFALO, NY",2021,01,3,70354,21354,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0022,OECD,09,"BUFFALO, NY",2021,01,6,148744,51935,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0023,NATO,09,"BUFFALO, NY",2021,01,6,148744,51935,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0026,APEC,09,"BUFFALO, NY",2021,01,3,70354,21354,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,1220,CANADA,09,"BUFFALO, NY",2021,01,3,70354,21354,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,1XXX,NORTH AMERICA,09,"BUFFALO, NY",2021,01,3,70354,21354,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,4890,TURKEY,09,"BUFFALO, NY",2021,01,3,78390,30581,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,4XXX,EUROPE,09,"BUFFALO, NY",2021,01,3,78390,30581,0,0,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0003,EUROPEAN UNION,10,"NEW YORK CITY, NY",2021,01,2,8,6632,6632,8,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0014,PACIFIC RIM COUNTRIES,10,"NEW YORK CITY, NY",2021,01,53,3010676,1050390,0,0,1050390,3020384,1050390,3020384,2021,01,3915100000
3915100000,KG,-,0021,TWENTY LATIN AMERICAN REPUBLICS,10,"NEW YORK CITY, NY",2021,01,1,34882,18149,0,0,18149,34882,18149,34882,2021,01,3915100000
3915100000,KG,-,0022,OECD,10,"NEW YORK CITY, NY",2021,01,4,54961,26375,6632,8,19743,56329,19743,56329,2021,01,3915100000
3915100000,KG,-,0023,NATO,10,"NEW YORK CITY, NY",2021,01,1,16883,2611,0,0,2611,16883,2611,16883,2021,01,3915100000
3915100000,KG,-,0024,LAFTA,10,"NEW YORK CITY, NY",2021,01,1,34882,18149,0,0,18149,34882,18149,34882,2021,01,3915100000
3915100000,KG,-,0025,EURO AREA,10,"NEW YORK CITY, NY",2021,01,2,8,6632,6632,8,0,0,0,0,2021,01,3915100000
3915100000,KG,-,0026,APEC,10,"NEW YORK CITY, NY",2021,01,89,5129625,1571986,0,0,1571986,5149357,1516986,5130188,2021,01,3915100000
3915100000,KG,-,0027,ASEAN,10,"NEW YORK CITY, NY",2021,01,86,5003153,1521220,0,0,1521220,5018765,1466220,4999596,2021,01,3915100000
3915100000,KG,-,3310,ECUADOR,10,"NEW YORK CITY, NY",2021,01,1,34882,18149,0,0,18149,34882,18149,34882,2021,01,3915100000
3915100000,KG,-,3XXX,SOUTH AMERICA,10,"NEW YORK CITY, NY",2021,01,1,34882,18149,0,0,18149,34882,18149,34882,2021,01,3915100000
3915100000,KG,-,4330,AUSTRIA,10,"NEW YORK CITY, NY",2021,01,2,8,6632,6632,8,0,0,0,0,2021,01,3915100000
