"Standard Report - Exports"
"Current date: 04/18/2024 12:52 PM (Eastern Daylight Time)"
"Country","Commodity","Time","Quantity 1",
"World Total","7204410040 No 2 Bundles Steel Scrap (t)","2021","37,066"
"World Total","7204410040 No 2 Bundles Steel Scrap (t)","2022","24,113"
"World Total","7204410040 No 2 Bundles Steel Scrap (t)","2023","16,060"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","1995","276,693"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","1996","253,700"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","1997","291,466"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","1998","233,969"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","1999","229,801"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2000","214,572"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2001","157,180"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2002","123,723"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2003","157,884"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2004","200,785"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2005","243,424"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2006","143,655"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2007","64,108"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2008","152,144"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2009","107,471"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2010","61,877"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2011","105,733"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2012","100,887"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2013","130,455"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2014","46,774"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2015","8,089"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2016","5,708"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2017","10,887"
"World Total","7204410060 Borings, Shovelings And Turnings Steel Scrap (t)","2018","17,352"
